SG_UF_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA;TAXA_PART_CAT
CE;23065494;EEFM ANTONIETA SIQUEIRA;Estadual;Urbana;110;1;76;69,09;457,47;532,58;478,35;433,55;490,00;Grupo 3;51,9000000000000;75,00;9,60000000000000;16,60000000000000;Maior que 90 alunos;media
CE;23065672;ATENEU DO CEARA COLEGIO;Privada;Urbana;43;0;39;90,70;460,98;544,34;498,46;458,77;553,85;Grupo 3;40,3000000000000;66,67;11,80000000000000;1,40000000000000;De 31 a 60 alunos;alta
CE;23065753;CASTRO COLEGIO;Privada;Urbana;138;0;124;89,86;501,55;574,34;529,58;499,67;664,35;Grupo 3;42,7000000000000;89,52;16,40000000000000;0,80000000000000;Maior que 90 alunos;alta
CE;23065893;BATISTA SANTOS DUMONT COL;Privada;Urbana;136;0;119;87,50;537,56;611,54;545,78;577,93;721,18;Grupo 5;52,4000000000000;67,23;3,10000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23066148;SALESIANO DOM BOSCO COLEGIO;Privada;Urbana;13;0;12;92,31;532,74;601,53;554,36;490,65;645,00;Grupo 5;42,9000000000000;100,00;10,50000000000000;1,30000000000000;De 1 a 30 alunos;alta
CE;23066199;SERAFICO NOSSA SENHORA DO BRASIL COLEGIO;Privada;Urbana;11;0;10;90,91;513,09;574,13;494,31;470,52;606,00;Grupo 3;37,5000000000000;70,00;6,10000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23066644;CASTRO ALVES COLEGIO;Privada;Urbana;30;0;29;96,67;492,44;543,07;498,77;465,17;548,28;Grupo 2;28,6000000000000;93,10;1,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23067071;COLEGIO CHRISTUS BARAO DE STUDART;Privada;Urbana;200;0;180;90,00;610,91;644,69;591,94;668,42;777,67;Grupo 6;49,1000000000000;85,56;5,10000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23067080;CICERO NOGUEIRA COL;Privada;Urbana;15;0;12;80,00;483,73;539,08;524,13;507,53;628,33;Grupo 3;60,0000000000000;83,33;13,50000000000000;0,00000000000000;De 1 a 30 alunos;media
CE;23067233;EEFM CLAUDIO MARTINS;Estadual;Urbana;65;0;53;81,54;428,75;526,72;483,45;460,11;514,34;Grupo 3;51,9000000000000;64,15;12,00000000000000;5,00000000000000;De 61 a 90 alunos;media
CE;23067268;EEFM CLOVIS BEVILAQUA;Estadual;Urbana;88;0;75;85,23;453,41;527,49;470,96;440,62;491,47;Grupo 3;55,5000000000000;56,00;2,30000000000000;24,10000000000000;De 61 a 90 alunos;media
CE;23067373;CENTRO INTEGRADO DE EDUCACAO COMPREENSIVA;Privada;Urbana;19;0;18;94,74;516,21;575,63;545,66;476,94;611,11;Grupo 4;48,6000000000000;44,44;11,10000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23067780;DAULIA BRINGEL COLEGIO;Privada;Urbana;86;1;76;88,37;534,44;598,43;545,33;535,04;671,05;Grupo 5;69,5000000000000;86,84;6,50000000000000;0,40000000000000;De 61 a 90 alunos;alta
CE;23067918;EEFM PROFESSORA DIVA CABRAL;Estadual;Urbana;106;1;76;71,70;439,71;523,95;473,74;425,24;518,42;Grupo 3;43,0000000000000;56,58;6,50000000000000;3,60000000000000;Maior que 90 alunos;media
CE;23068140;ECA DE QUEIROS CENTRO DE EDUCACAO JUVENIL;Privada;Urbana;57;0;46;80,70;475,00;551,94;499,98;466,68;529,13;Grupo 3;48,0000000000000;89,13;9,60000000000000;2,40000000000000;De 31 a 60 alunos;media
CE;23068183;EEFM PROFESSOR EDMILSON GUIMARAES DE ALMEIDA;Estadual;Urbana;66;1;50;75,76;446,64;519,82;486,82;443,01;494,00;Grupo 3;43,4000000000000;62,00;6,10000000000000;18,70000000000000;De 61 a 90 alunos;media
CE;23068337;EMANUELLE COLEGIO;Privada;Urbana;25;0;19;76,00;472,46;534,31;496,57;423,21;588,42;Grupo 3;5,7000000000000;68,42;9,30000000000000;2,30000000000000;De 1 a 30 alunos;media
CE;23068353;COLEGIO EQUIPE CENTRO;Privada;Urbana;36;0;28;77,78;489,90;550,40;498,89;441,55;541,43;Grupo 3;36,4000000000000;7,14;26,30000000000000;7,90000000000000;De 31 a 60 alunos;media
CE;23068523;EEFM PROFESSORA TELINA BARBOSA DA COSTA;Estadual;Urbana;155;0;143;92,26;475,55;552,16;501,64;468,87;567,91;Grupo 3;79,3000000000000;50,35;5,80000000000000;2,60000000000000;Maior que 90 alunos;alta
CE;23068566;EEFM DONA JULIA ALVES PESSOA;Estadual;Urbana;220;0;146;66,36;455,94;546,19;489,11;463,42;525,75;Grupo 2;66,0000000000000;61,64;22,40000000000000;13,30000000000000;Maior que 90 alunos;baixa
CE;23068710;EEFM DEPUTADO PAULINO ROCHA;Estadual;Urbana;104;0;69;66,35;436,08;508,24;461,20;428,65;460,00;Grupo 2;54,5000000000000;68,12;10,50000000000000;21,10000000000000;Maior que 90 alunos;baixa
CE;23068809;EEFM ESTADO DE ALAGOAS;Estadual;Urbana;184;0;134;72,83;453,20;539,36;486,23;443,77;517,54;Grupo 2;68,8000000000000;79,10;6,20000000000000;11,80000000000000;Maior que 90 alunos;media
CE;23068833;EEFM ESTADO DO PARA;Estadual;Urbana;91;1;76;83,52;447,29;523,84;477,32;423,36;479,47;Grupo 2;53,5000000000000;55,26;8,90000000000000;5,90000000000000;Maior que 90 alunos;media
CE;23068841;EEFM ESTADO DO PARANA;Estadual;Urbana;51;2;36;70,59;456,53;548,95;490,81;438,32;483,89;Grupo 3;49,0000000000000;72,22;7,60000000000000;9,30000000000000;De 31 a 60 alunos;media
CE;23068914;EEFM JOSE LEOPOLDINO DA SILVA FILHO;Estadual;Urbana;104;1;62;59,62;431,10;505,35;467,65;426,98;457,42;Grupo 3;62,1000000000000;61,29;7,80000000000000;11,40000000000000;Maior que 90 alunos;baixa
CE;23068930;MATIAS BECK EEFM;Estadual;Urbana;133;2;100;75,19;438,08;519,78;473,40;421,68;501,20;Grupo 3;71,9000000000000;83,00;6,90000000000000;17,80000000000000;Maior que 90 alunos;media
CE;23068965;EEFM PROFESOR JOCIE CAMINHA DE MENEZES;Estadual;Urbana;132;1;79;59,85;441,02;508,06;463,97;418,08;466,84;Grupo 3;55,0000000000000;69,62;4,70000000000000;19,60000000000000;Maior que 90 alunos;baixa
CE;23069023;EEFM PROFESSOR ALOYSIO BARROS LEAL;Estadual;Urbana;162;1;134;82,72;447,86;519,52;468,39;423,13;461,49;Grupo 2;67,2000000000000;79,85;6,40000000000000;13,90000000000000;Maior que 90 alunos;media
CE;23069082;EEFM PROFESSOR PLACIDO ADERALDO CASTELO;Estadual;Urbana;173;1;132;76,30;450,03;525,91;471,95;429,26;495,00;Grupo 3;48,3000000000000;68,18;5,60000000000000;9,50000000000000;Maior que 90 alunos;media
CE;23069120;EEFM RENATO BRAGA;Estadual;Urbana;87;1;74;85,06;461,16;550,89;502,25;443,55;547,03;Grupo 3;67,4000000000000;72,97;11,00000000000000;2,70000000000000;De 61 a 90 alunos;media
CE;23069163;EEFM SENADOR OSIRES PONTES;Estadual;Urbana;148;0;86;58,11;443,68;532,91;470,63;425,38;526,28;Grupo 2;44,9000000000000;90,70;14,40000000000000;10,20000000000000;Maior que 90 alunos;baixa
CE;23069171;EEFM SANTA LUZIA;Estadual;Urbana;69;0;53;76,81;454,91;539,66;492,34;441,67;550,94;Grupo 3;52,4000000000000;54,72;5,40000000000000;14,00000000000000;De 61 a 90 alunos;media
CE;23069201;EEFM SANTO AFONSO;Estadual;Urbana;146;0;99;67,81;450,31;532,49;472,11;424,90;532,93;Grupo 3;58,9000000000000;70,71;4,90000000000000;15,80000000000000;Maior que 90 alunos;media
CE;23069244;EEFM WALTER DE SA CAVALCANTE;Estadual;Urbana;177;0;157;88,70;454,61;535,38;477,72;424,37;490,19;Grupo 2;54,2000000000000;51,59;8,00000000000000;10,90000000000000;Maior que 90 alunos;alta
CE;23069260;EEFM JOAO MATTOS;Estadual;Urbana;204;0;158;77,45;455,03;535,31;487,26;434,32;520,13;Grupo 3;61,1000000000000;70,25;14,30000000000000;12,00000000000000;Maior que 90 alunos;media
CE;23069430;EEFM JOSE DE ALENCAR;Estadual;Urbana;379;0;331;87,34;461,74;550,64;500,95;449,54;591,06;Grupo 3;61,3000000000000;71,60;14,00000000000000;3,60000000000000;Maior que 90 alunos;alta
CE;23069490;EEFM DEPUTADO JOACI PEREIRA;Estadual;Urbana;105;0;77;73,33;454,45;520,96;468,13;430,52;472,73;Grupo 2;62,8000000000000;68,83;10,70000000000000;14,30000000000000;Maior que 90 alunos;media
CE;23069546;EEFM JONHSON;Estadual;Urbana;118;4;89;75,42;463,98;541,59;486,10;440,93;527,64;Grupo 3;67,6000000000000;70,79;9,50000000000000;14,20000000000000;Maior que 90 alunos;media
CE;23069562;EEFM MIRIAN PORTO MOTA;Estadual;Urbana;22;0;19;86,36;418,14;509,71;446,18;405,26;460,00;Grupo 3;34,0000000000000;68,42;2,40000000000000;3,70000000000000;De 1 a 30 alunos;alta
CE;23069570;EEFM PADRE ROCHA;Estadual;Urbana;37;0;22;59,46;440,11;520,56;467,00;408,91;509,09;Grupo 2;51,7000000000000;54,55;17,50000000000000;31,20000000000000;De 31 a 60 alunos;baixa
CE;23069619;EEFM GOVERNADOR VIRGILIO TAVORA;Estadual;Urbana;75;0;50;66,67;442,46;492,32;450,21;432,86;437,20;Grupo 3;63,3000000000000;78,00;7,70000000000000;9,70000000000000;De 61 a 90 alunos;baixa
CE;23069767;EEFM GENERAL EUDORO CORREA;Estadual;Urbana;255;0;173;67,84;448,32;524,06;471,89;423,12;495,06;Grupo 3;64,3000000000000;64,16;15,20000000000000;17,70000000000000;Maior que 90 alunos;media
CE;23069805;FRANCISCO EURIDICE COLEGIO PROFESSOR;Privada;Urbana;21;0;19;90,48;458,44;537,12;492,81;448,45;543,16;Grupo 3;78,1000000000000;78,95;0,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23069864;ARI DE SA CAVALCANTE COLEGIO - DUQUE DE CAXIAS;Privada;Urbana;345;0;339;98,26;614,01;653,00;582,86;688,94;805,78;Grupo 5;90,2000000000000;59,88;6,10000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23069961;EEFM DEPUTADO FRANCISCO DE ALMEIDA MONTE;Estadual;Urbana;217;0;155;71,43;452,08;533,71;484,24;446,97;522,97;Grupo 3;76,0000000000000;69,68;13,70000000000000;12,70000000000000;Maior que 90 alunos;media
CE;23069988;EEFM SAO FRANCISCO DE ASSIS BOM JARDIM;Estadual;Urbana;96;0;51;53,13;423,88;526,28;464,08;406,42;445,10;Grupo 2;49,3000000000000;80,39;6,60000000000000;11,50000000000000;Maior que 90 alunos;baixa
CE;23070064;FRANCISCO PEREIRA COLEGIO CONEGO;Privada;Urbana;82;0;74;90,24;558,81;624,31;562,46;609,96;761,35;Grupo 5;74,2000000000000;90,54;0,00000000000000;0,00000000000000;De 61 a 90 alunos;alta
CE;23070153;EDUCANDARIO FELIPE DOS SANTOS;Privada;Urbana;10;0;10;100,00;460,85;520,61;474,67;458,53;538,00;Grupo 2;52,9000000000000;100,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23070161;EEFM FELIX DE AZEVEDO;Estadual;Urbana;21;0;18;85,71;427,52;501,58;456,29;403,84;424,44;Grupo 3;64,7000000000000;72,22;1,00000000000000;14,70000000000000;De 1 a 30 alunos;media
CE;23070218;EEFM FERNANDO CAVALCANTE MOTA;Estadual;Urbana;144;0;97;67,36;444,92;520,18;474,32;435,93;501,86;Grupo 2;40,6000000000000;77,32;13,20000000000000;10,00000000000000;Maior que 90 alunos;media
CE;23070242;EEFM FIGUEIREDO CORREIA;Estadual;Urbana;63;0;54;85,71;443,19;535,60;487,13;420,59;531,85;Grupo 3;66,3000000000000;55,56;16,30000000000000;4,20000000000000;De 61 a 90 alunos;media
CE;23070269;EEFM GOVERNADOR FLAVIO MARCILIO;Estadual;Urbana;164;0;92;56,10;430,04;518,87;466,04;420,20;482,83;Grupo 3;61,2000000000000;64,13;11,50000000000000;18,60000000000000;Maior que 90 alunos;baixa
CE;23070382;EEFM POLIVALENTE MODELO DE FORTALEZA;Estadual;Urbana;213;4;184;86,38;463,79;537,07;493,69;460,57;587,07;Grupo 3;70,4000000000000;69,02;17,60000000000000;3,70000000000000;Maior que 90 alunos;alta
CE;23070552;EEFM DOUTOR GENTIL BARREIRA;Estadual;Urbana;39;0;28;71,79;464,73;532,47;491,66;432,78;572,86;Grupo 3;73,6000000000000;75,00;9,00000000000000;11,30000000000000;De 31 a 60 alunos;media
CE;23070722;NOSSA SENHORA DAS GRACAS COLEGIO;Privada;Urbana;159;0;146;91,82;559,21;622,63;566,13;602,55;708,36;Grupo 5;70,9000000000000;80,14;3,40000000000000;0,90000000000000;Maior que 90 alunos;alta
CE;23070730;PONTES COLEGIO;Privada;Urbana;31;0;24;77,42;487,90;558,61;510,65;472,75;580,83;Grupo 3;24,0000000000000;75,00;0,00000000000000;0,00000000000000;De 31 a 60 alunos;media
CE;23070820;EEFM PADRE GUILHERME WAESSEN;Estadual;Urbana;43;0;35;81,40;445,15;520,55;482,60;440,70;548,00;Grupo 2;64,9000000000000;82,86;7,80000000000000;9,70000000000000;De 31 a 60 alunos;media
CE;23070854;GURI LTDA INSTITUTO PEDAGOGICO;Privada;Urbana;61;0;58;95,08;544,35;621,49;556,44;559,70;694,83;Grupo 4;58,3000000000000;86,21;0,00000000000000;0,50000000000000;De 61 a 90 alunos;alta
CE;23070897;EEFM HELENITA MOTA;Estadual;Urbana;105;1;66;62,86;441,29;510,47;450,71;409,80;474,24;Grupo 2;42,5000000000000;71,21;24,30000000000000;5,00000000000000;Maior que 90 alunos;baixa
CE;23070900;CENTRO EDUCACIONAL DOM HELIO CAMPOS;Estadual;Urbana;21;0;11;52,38;422,69;505,33;447,73;393,78;372,73;Grupo 2;48,6000000000000;100,00;10,20000000000000;19,30000000000000;De 1 a 30 alunos;baixa
CE;23070978;EEFM HERACLITO DE CASTRO E SILVA;Estadual;Urbana;254;0;165;64,96;459,80;551,53;502,90;449,64;570,42;Grupo 3;53,4000000000000;76,36;13,40000000000000;10,60000000000000;Maior que 90 alunos;baixa
CE;23071001;EEFM PROFESSOR HERMENEGILDO FIRMEZA;Estadual;Urbana;112;0;67;59,82;447,53;521,77;476,76;435,66;525,67;Grupo 3;62,7000000000000;59,70;9,10000000000000;13,10000000000000;Maior que 90 alunos;baixa
CE;23071010;EEFM HERMINO BARROSO;Estadual;Urbana;193;0;135;69,95;443,56;515,93;471,87;425,12;477,78;Grupo 1;71,8000000000000;69,63;13,10000000000000;9,50000000000000;Maior que 90 alunos;media
CE;23071036;COLEGIO ARI DE SA CAVALCANTE WASHINGTON SOARES;Privada;Urbana;260;0;253;97,31;607,70;646,51;587,42;661,08;749,49;Grupo 6;75,5000000000000;60,08;7,80000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23071044;EEFM DONA HILZA DIOGO DE OLIVEIRA;Estadual;Urbana;272;0;217;79,78;454,11;539,48;490,12;454,24;516,13;Grupo 1;64,4000000000000;70,51;5,20000000000000;4,30000000000000;Maior que 90 alunos;media
CE;23071087;COLEGIO ESTADUAL PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;Estadual;Urbana;255;0;228;89,41;450,12;535,51;485,81;450,26;536,49;Grupo 3;70,3000000000000;58,77;11,20000000000000;5,70000000000000;Maior que 90 alunos;alta
CE;23071095;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;Estadual;Urbana;81;0;74;91,36;435,25;506,27;464,32;435,81;506,76;Grupo 3;58,9000000000000;68,92;7,10000000000000;15,30000000000000;De 61 a 90 alunos;alta
CE;23071133;IMACULADA CONCEICAO COLEGIO DA;Privada;Urbana;43;0;41;95,35;504,55;607,16;553,75;490,67;683,41;Grupo 3;62,3000000000000;90,24;1,20000000000000;0,60000000000000;De 31 a 60 alunos;alta
CE;23071346;INTEGRAL COLEGIO;Privada;Urbana;46;0;39;84,78;496,90;584,92;542,65;502,81;603,59;Grupo 4;57,1000000000000;38,46;0,00000000000000;0,00000000000000;De 31 a 60 alunos;media
CE;23071362;LUNA RANGEL SC LTDA COLEGIO;Privada;Urbana;14;0;11;78,57;487,81;571,79;536,56;463,31;529,09;Grupo 3;38,5000000000000;72,73;4,80000000000000;2,30000000000000;De 1 a 30 alunos;media
CE;23071370;EEFM DEPUTADO IRAPUAN CAVALCANTE PINHEIRO;Estadual;Urbana;192;0;145;75,52;451,97;539,83;496,56;446,54;530,07;Grupo 3;65,7000000000000;64,14;10,60000000000000;19,00000000000000;Maior que 90 alunos;media
CE;23071400;SANTA ISABEL COLEGIO;Privada;Urbana;99;0;98;98,99;556,55;628,99;559,62;574,86;758,57;Grupo 5;71,1000000000000;86,73;0,60000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23071591;COLEGIO JENNY GOMES;Estadual;Urbana;172;0;160;93,02;469,40;549,35;499,71;467,55;558,75;Grupo 3;64,0000000000000;65,00;6,30000000000000;2,40000000000000;Maior que 90 alunos;alta
CE;23071869;PADRE JOSE NILSON ESCOLA EEFM;Privada;Urbana;29;0;27;93,10;499,17;572,47;524,23;491,83;617,04;Grupo 5;18,0000000000000;81,48;2,40000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23071958;PADRE JOAO PIAMARTA COLEGIO;Privada;Urbana;68;2;64;94,12;526,22;601,51;543,58;511,65;607,19;Grupo 4;72,8000000000000;84,38;5,60000000000000;0,50000000000000;De 61 a 90 alunos;alta
CE;23072008;EEFM JOAQUIM ALVES;Estadual;Urbana;94;1;54;57,45;446,80;529,96;481,30;410,53;489,63;Grupo 3;75,3000000000000;70,37;12,00000000000000;24,70000000000000;Maior que 90 alunos;baixa
CE;23072024;EEEP JOAQUIM ANTONIO ALBANO;Estadual;Urbana;61;0;58;95,08;469,17;561,02;497,72;471,28;603,45;Grupo 2;70,8000000000000;91,38;2,20000000000000;0,00000000000000;De 61 a 90 alunos;alta
CE;23072067;EEEP JOAQUIM NOGUEIRA;Estadual;Urbana;140;1;134;95,71;481,89;570,77;523,15;486,98;577,01;Grupo 2;76,9000000000000;80,60;1,70000000000000;0,20000000000000;Maior que 90 alunos;alta
CE;23072199;EEFM PROFESSOR CORONEL JOSE AURELIO CAMARA;Estadual;Urbana;106;0;81;76,42;435,53;496,81;448,38;415,57;445,93;Grupo 2;64,5000000000000;59,26;16,30000000000000;23,40000000000000;Maior que 90 alunos;media
CE;23072237;EEFM JOSE BEZERRA DE MENEZES;Estadual;Urbana;157;3;119;75,80;442,48;519,82;479,48;432,92;505,38;Grupo 2;45,9000000000000;68,91;3,30000000000000;9,60000000000000;Maior que 90 alunos;media
CE;23072318;EEEP JOSE DE BARCELOS;Estadual;Urbana;136;0;136;100,00;479,64;556,83;499,09;469,29;556,18;Grupo 3;51,2000000000000;91,18;4,70000000000000;0,30000000000000;Maior que 90 alunos;alta
CE;23072571;JOSE VALDO RIBEIRO RAMOS EEFM;Estadual;Urbana;97;1;75;77,32;449,14;531,97;489,42;445,93;509,87;Grupo 3;78,6000000000000;72,00;10,40000000000000;8,70000000000000;Maior que 90 alunos;media
CE;23072741;JOVINIANO BARRETO COLEGIO MONSENHOR;Privada;Urbana;29;0;27;93,10;503,65;574,40;522,52;503,66;593,33;Grupo 4;42,4000000000000;85,19;3,60000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23072750;EEEP JUAREZ TAVORA;Estadual;Urbana;138;0;130;94,20;495,03;578,93;525,70;495,57;622,15;Grupo 3;68,9000000000000;90,00;3,40000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23072792;EEEP JULIA GIFFONI;Estadual;Urbana;90;0;86;95,56;497,58;572,03;514,54;502,25;567,91;Grupo 2;81,1000000000000;91,86;1,00000000000000;0,00000000000000;De 61 a 90 alunos;alta
CE;23072865;COLEGIO ESTADUAL JUSTINIANO DE SERPA;Estadual;Urbana;140;0;138;98,57;478,55;575,82;529,61;485,85;619,86;Grupo 3;73,1000000000000;77,54;2,10000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23072873;JUVENAL DE CARVALHO COLEGIO;Privada;Urbana;150;0;132;88,00;529,13;596,54;539,18;549,54;704,85;Grupo 4;68,8000000000000;75,76;4,50000000000000;2,10000000000000;Maior que 90 alunos;alta
CE;23073039;COLEGIO ESTADUAL LICEU DO CEARA;Estadual;Urbana;395;4;295;74,68;456,90;530,06;483,17;434,69;527,57;Grupo 3;80,6000000000000;44,75;15,20000000000000;17,00000000000000;Maior que 90 alunos;media
CE;23073136;EEFM LIONS JANGADA;Estadual;Urbana;139;0;97;69,78;447,51;522,39;473,70;434,16;525,36;Grupo 2;52,7000000000000;65,98;7,10000000000000;14,90000000000000;Maior que 90 alunos;media
CE;23073209;LOURENCO FILHO COLEGIO;Privada;Urbana;292;0;274;93,84;544,64;603,76;536,82;565,72;729,42;Grupo 4;67,1000000000000;61,68;0,80000000000000;0,00000000000000;Maior que 90 alunos;alta
CE;23073233;LUCE COLEGIO;Privada;Urbana;86;0;71;82,56;487,32;578,83;531,57;492,08;629,86;Grupo 3;60,6000000000000;87,32;2,70000000000000;0,90000000000000;De 61 a 90 alunos;media
CE;23073306;LUIZ BARBOSA MOREIRA PATRONATO PE;Privada;Urbana;22;0;22;100,00;516,25;580,41;541,96;505,67;674,55;Grupo 4;95,5000000000000;81,82;2,70000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23073411;EEFM DONA LUIZA TAVORA PROMORAR;Estadual;Urbana;88;0;56;63,64;440,08;523,74;470,15;435,48;512,14;Grupo 3;55,1000000000000;71,43;12,00000000000000;8,60000000000000;De 61 a 90 alunos;baixa
CE;23073420;EEFM DONA LUIZA TAVORA PIO XII;Estadual;Urbana;95;1;77;81,05;456,75;542,43;496,80;450,09;540,78;Grupo 3;40,3000000000000;71,43;5,20000000000000;5,50000000000000;Maior que 90 alunos;media
CE;23073578;MARIA ESTER COLEGIO;Privada;Urbana;95;4;83;87,37;516,93;602,83;551,53;545,44;624,58;Grupo 4;83,7000000000000;83,13;3,30000000000000;0,30000000000000;Maior que 90 alunos;alta
CE;23073713;EEFM PROFESSORA MARIA MARGARIDA DE CASTRO ALMEIDA;Estadual;Urbana;102;0;76;74,51;449,22;517,66;473,87;439,48;511,84;Grupo 3;58,5000000000000;71,05;16,80000000000000;13,80000000000000;Maior que 90 alunos;media
CE;23073721;EEFM DONA MARIA MENEZES DE SERPA;Estadual;Urbana;68;0;54;79,41;444,42;514,47;465,85;439,42;492,59;Grupo 2;65,5000000000000;62,96;8,20000000000000;0,00000000000000;De 61 a 90 alunos;media
CE;23073853;EEFM INTEGRADA 2 DE MAIO;Estadual;Urbana;206;5;111;53,88;444,31;538,25;471,54;432,09;504,86;Grupo 2;56,0000000000000;74,77;10,20000000000000;13,20000000000000;Maior que 90 alunos;baixa
CE;23073888;MANUEL DA SILVA COLEGIO;Privada;Urbana;78;0;74;94,87;507,55;581,29;530,81;499,50;582,97;Grupo 3;64,5000000000000;89,19;2,30000000000000;1,50000000000000;De 61 a 90 alunos;alta
CE;23073918;EEFM DEPUTADO MANOEL RODRIGUES;Estadual;Urbana;188;2;170;90,43;434,66;503,59;458,93;421,61;485,15;Grupo 2;60,1000000000000;72,94;9,00000000000000;7,10000000000000;Maior que 90 alunos;alta
CE;23074060;EEM MARIANO MARTINS;Estadual;Urbana;320;0;262;81,88;452,61;533,46;484,99;435,94;519,92;Grupo 3;61,7000000000000;43,51;9,10000000000000;8,40000000000000;Maior que 90 alunos;media
CE;23074264;MEDICI INSTITUTO EDUCACIONAL PRESIDENTE;Privada;Urbana;40;0;27;67,50;510,67;595,41;540,63;492,76;579,26;Grupo 3;28,8000000000000;85,19;6,30000000000000;0,00000000000000;De 31 a 60 alunos;media
CE;23074698;MODELO COLEGIO SC LTDA;Privada;Urbana;38;1;34;89,47;505,63;603,80;541,14;529,61;722,94;Grupo 3;50,0000000000000;91,18;3,90000000000000;0,00000000000000;De 31 a 60 alunos;alta
CE;23074701;CENTRO EDUCACIONAL MOEMA TAVORA;Estadual;Urbana;22;0;15;68,18;455,16;525,48;479,80;418,82;508,00;Grupo 2;48,0000000000000;73,33;16,50000000000000;12,40000000000000;De 1 a 30 alunos;media
CE;23075147;EEFM NOEL HUGNEN DE OLIVEIRA PAIVA;Estadual;Urbana;19;0;15;78,95;426,20;538,14;500,78;413,73;485,33;Grupo 2;76,0000000000000;86,67;8,20000000000000;22,70000000000000;De 1 a 30 alunos;media
CE;23075600;MAURO BEZERRA COLEGIO;Privada;Urbana;22;0;20;90,91;515,28;598,34;551,18;511,70;591,00;Grupo 3;14,6000000000000;85,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23075775;EEFM PROFESSOR PAULO AYRTON DE ARAUJO;Estadual;Urbana;14;0;13;92,86;438,20;521,48;479,02;433,76;447,69;Grupo 2;45,8000000000000;61,54;15,90000000000000;9,10000000000000;De 1 a 30 alunos;alta
CE;23075791;EEM DEPUTADO PAULO BENEVIDES;Estadual;Urbana;269;0;201;74,72;439,91;522,93;477,91;428,14;504,98;Grupo 2;69,0000000000000;65,17;19,70000000000000;12,40000000000000;Maior que 90 alunos;media
CE;23075864;EEEP PAULO VI;Estadual;Urbana;125;0;125;100,00;488,25;574,49;513,76;463,99;670,24;Grupo 3;74,5000000000000;84,80;1,40000000000000;1,30000000000000;Maior que 90 alunos;alta
CE;23075961;ANTARES COLEGIO;Privada;Urbana;56;0;53;94,64;584,45;651,41;586,17;634,53;725,66;Grupo 6;84,4000000000000;75,47;2,40000000000000;0,00000000000000;De 31 a 60 alunos;alta
CE;23076194;EEM PERBOYRE E SILVA;Estadual;Urbana;67;0;41;61,19;434,29;514,98;454,10;408,95;461,95;Grupo 2;35,4000000000000;82,93;4,20000000000000;14,00000000000000;De 61 a 90 alunos;baixa
CE;23076402;ANGELUS LTDA COLEGIO EIEF;Privada;Urbana;12;0;10;83,33;533,07;611,70;532,38;501,78;612,00;Grupo 4;25,0000000000000;90,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;media
CE;23076658;ORGANIZACAO EDUCACIONAL QUEIROZ BELEM SS LTDA;Privada;Urbana;15;0;14;93,33;504,79;568,79;512,26;437,75;577,14;Grupo 3;71,9000000000000;100,00;5,70000000000000;0,00000000000000;De 1 a 30 alunos;alta
CE;23076992;RENASCER CENTRO EDUCACIONAL;Privada;Urbana;13;0;11;84,62;504,28;583,79;539,32;526,53;614,55;Grupo 3;48,6000000000000;72,73;11,30000000000000;1,40000000000000;De 1 a 30 alunos;media
CE;23077042;ANTARES COLEGIO;Privada;Urbana;59;0;55;93,22;601,87;649,90;577,24;637,34;786,36;Grupo 6;75,0000000000000;78,18;6,10000000000000;0,00000000000000;De 31 a 60 alunos;alta
CE;23077140;EEFM ARQUITETO ROGERIO FROES;Estadual;Urbana;137;1;111;81,02;455,79;534,75;484,60;438,60;477,48;Grupo 2;66,7000000000000;62,16;16,90000000000000;12,50000000000000;Maior que 90 alunos;media
