NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2015;25;PB;2515708;Serra Grande;25032968;EEEFM PROF JOSEFA JUSTINO GOMES;Estadual;Urbana;44;0;27;61,36;449,60;525,81;475,26;412,43;545,19;NA;NA;Grupo 1;38,5;81,48;90,0;4,2;5,8;De 31 a 60 alunos
2015;25;PB;2505402;Desterro;25033786;EEEFM GERTRUDES LEITE;Estadual;Urbana;86;0;56;65,12;431,14;516,50;464,71;442,89;503,57;NA;NA;Grupo 2;58,3;87,50;76,8;15,0;8,2;De 61 a 90 alunos
2015;25;PB;2503555;Cacimbas;25033794;EEEFM PEDRO TERTO DA CUNHA;Estadual;Urbana;43;0;23;53,49;430,90;517,36;444,44;421,33;460,00;NA;NA;Grupo 2;32,6;86,96;74,9;19,2;5,9;De 31 a 60 alunos
2015;25;PB;2516706;Teixeira;25037803;EEEFM SEBASTIAO GUEDES DA SILVA;Estadual;Urbana;91;2;67;73,63;449,70;544,27;495,44;441,64;519,10;NA;NA;Grupo 1;50,0;89,55;70,4;10,5;19,1;Maior que 90 alunos
2015;25;PB;2514909;São Mamede;25039997;EEEFM NAPOLEAO ABDON DA NOBREGA;Estadual;Urbana;64;2;56;87,50;455,39;551,64;489,95;462,28;556,07;NA;NA;Grupo 2;58,7;89,29;94,4;2,1;3,5;De 61 a 90 alunos
2015;25;PB;2511400;Picuí;25043277;EEEFM PROFESSOR LORDAO;Estadual;Urbana;174;0;132;75,86;464,27;549,24;490,08;447,30;509,39;NA;NA;Grupo 1;57,1;94,70;87,6;6,2;6,2;Maior que 90 alunos
2015;25;PB;2509701;Monteiro;25045377;EEEFM JOSE LEITE DE SOUSA;Estadual;Urbana;119;2;69;57,98;445,34;529,40;471,98;419,07;502,90;NA;NA;Grupo 1;46,4;79,71;81,7;4,9;13,4;Maior que 90 alunos
2015;25;PB;2514107;São João do Tigre;25047116;EEEFM MARIO OLIVEIRA CHAVES;Estadual;Urbana;25;0;13;52,00;435,42;532,59;476,48;440,62;552,31;NA;NA;Grupo 1;43,9;100,00;80,2;0,0;19,8;De 1 a 30 alunos
2015;25;PB;2516508;Taperoá;25050435;EEEFM MELQUIADES VILAR;Estadual;Urbana;88;0;47;53,41;447,23;537,61;477,67;430,33;516,60;NA;NA;Grupo 2;81,0;87,23;74,2;11,7;14,1;De 61 a 90 alunos
2015;25;PB;2503100;Cabaceiras;25053124;EEEFM ALCIDES BEZERRA;Estadual;Urbana;23;0;23;100,00;459,94;560,02;482,37;482,00;542,61;NA;NA;Grupo 1;78,2;86,96;84,3;12,4;3,3;De 1 a 30 alunos
2015;25;PB;2505105;Cuité;25055836;EEEFM ORLANDO VENANCIO DOS SANTOS;Estadual;Urbana;103;3;81;78,64;483,38;570,25;520,94;480,60;583,21;NA;NA;Grupo 2;75,8;77,78;63,8;20,8;15,4;Maior que 90 alunos
2015;25;PB;2510501;Olivedos;25056778;COL MUL MONSENHOR STANISLAU;Municipal;Urbana;40;1;27;67,50;443,96;562,57;490,66;471,57;527,41;NA;NA;Grupo 2;47,7;92,59;83,7;11,4;4,9;De 31 a 60 alunos
2015;25;PB;2512002;Pocinhos;25057146;EEEFM ANTONIO GALDINO FILHO;Estadual;Urbana;155;1;107;69,03;460,03;551,60;491,23;442,76;545,42;NA;NA;Grupo 1;74,5;96,26;75,7;11,0;13,3;Maior que 90 alunos
2015;25;PB;2512705;Remígio;25057820;EEEFM JOSE B SOBRINHO;Estadual;Urbana;112;0;82;73,21;456,44;542,06;487,20;435,48;547,07;NA;NA;Grupo 2;62,5;84,15;58,0;28,6;13,4;Maior que 90 alunos
2015;25;PB;2516102;Soledade;25058304;EEEFM DR TRAJANO NOBREGA;Estadual;Urbana;97;1;65;67,01;460,60;549,34;493,02;454,79;563,38;NA;NA;Grupo 2;92,0;60,00;82,0;7,9;10,1;Maior que 90 alunos
2015;25;PB;2516003;Solânea;25060406;EEEFM ARLINDO RAMALHO;Estadual;Urbana;56;0;29;51,79;437,13;524,74;451,51;410,95;494,48;NA;NA;Grupo 1;33,0;51,72;60,8;9,9;29,3;De 31 a 60 alunos
2015;25;PB;2516409;Tacima;25060996;EEEFM DR TERCILIO TEIXEIRA DA CRUZ;Estadual;Urbana;84;0;43;51,19;429,09;501,84;446,36;390,11;426,05;NA;NA;Grupo 1;47,9;90,70;76,3;7,1;16,6;De 61 a 90 alunos
2015;25;PB;2501203;Areial;25061402;EEEFM FRANCISCO A SILVA;Estadual;Urbana;46;0;31;67,39;455,40;539,89;480,93;432,63;527,74;NA;NA;Grupo 2;68,5;90,32;60,9;22,2;16,9;De 31 a 60 alunos
2015;25;PB;2506004;Esperança;25061631;CENTRO EDUCACIONAL MONTEIRO LOBATO;Privada;Urbana;15;0;15;100,00;476,27;564,78;487,91;475,45;564,00;NA;NA;Grupo 3;48,7;80,00;94,5;3,6;1,9;De 1 a 30 alunos
2015;25;PB;2506004;Esperança;25061674;COLEGIO MENINO JESUS DE PRAGA;Privada;Urbana;22;0;22;100,00;514,25;592,67;536,42;501,57;616,36;NA;NA;Grupo 3;40,5;86,36;92,2;7,8;0,0;De 1 a 30 alunos
2015;25;PB;2515104;São Sebastião de Lagoa de Roça;25062220;EEEFM MONS JOSE BORGES;Estadual;Rural;97;0;69;71,13;450,97;541,07;471,54;440,70;535,94;NA;NA;Grupo 2;81,5;86,96;82,0;7,8;10,2;Maior que 90 alunos
2015;25;PB;2509339;Matinhas;25063359;EEEFM DESEMBARGADOR ARTUR VIRGINIO DE MOURA;Estadual;Urbana;32;1;16;50,00;442,65;536,84;447,81;418,46;500,00;NA;NA;Grupo 2;57,5;62,50;72,6;10,1;17,3;De 31 a 60 alunos
2015;25;PB;2515906;Serraria;25066013;EEEFM ANTONIO BENTO;Estadual;Urbana;24;0;18;75,00;422,02;522,83;452,79;402,30;523,33;NA;NA;Grupo 1;44,0;22,22;80,2;2,1;17,7;De 1 a 30 alunos
2015;25;PB;2500809;Araçagi;25066676;EEEM FRANCISCO PESSOA DE BRITO;Estadual;Urbana;138;1;79;57,25;433,64;531,73;474,34;430,98;490,13;NA;NA;Grupo 1;60,6;91,14;79,1;3,6;17,3;Maior que 90 alunos
2015;25;PB;2506301;Guarabira;25068458;COLEGIO SANTO ANTONIO;Privada;Urbana;96;0;88;91,67;494,55;557,20;500,15;461,14;572,27;NA;NA;Grupo 3;58,9;87,50;94,0;4,1;1,9;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25071068;COLEGIO DJANIRA TAVARES;Privada;Urbana;26;0;24;92,31;549,63;606,65;569,39;575,00;690,00;NA;NA;Grupo 4;65,2;95,83;97,6;2,4;0,0;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25071882;ESCOLA SANTO ONOFRE;Privada;Urbana;47;0;46;97,87;504,67;595,87;530,55;488,87;640,87;NA;NA;Grupo 3;67,7;80,43;96,0;4,0;0,0;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072129;EEEFM SAO SEBASTIAO;Estadual;Urbana;59;0;46;77,97;454,58;537,45;501,00;427,32;543,48;NA;NA;Grupo 3;96,6;73,91;86,5;3,7;9,8;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072153;EEEFM SEVERINO CABRAL;Estadual;Urbana;115;6;83;72,17;457,82;547,74;492,41;441,88;546,99;NA;NA;Grupo 3;74,4;63,86;79,0;17,0;4,0;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072218;EEEFM CLEMENTINO PROCOPIO;Estadual;Urbana;81;0;68;83,95;458,26;544,37;488,42;455,20;538,53;NA;NA;Grupo 3;80,7;69,12;75,1;14,5;10,4;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25072277;EEEF MONTE CARMELO CEPES CGI;Estadual;Urbana;34;0;18;52,94;426,91;510,26;463,84;424,35;437,78;NA;NA;Grupo 3;72,9;72,22;72,8;11,6;15,6;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072307;EEEF SOLON DE LUCENA;Estadual;Urbana;67;1;61;91,04;470,11;566,04;507,71;451,86;579,34;NA;NA;Grupo 3;81,5;68,85;80,0;9,6;10,4;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25072420;EEEM DR ELPIDIO DE ALMEIDA;Estadual;Urbana;256;0;218;85,16;468,96;557,70;506,20;454,15;563,21;NA;NA;Grupo 2;89,0;61,93;73,0;5,7;21,3;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072609;COLEGIO AUTENTICO LTDA;Privada;Urbana;63;0;61;96,83;525,20;598,73;544,64;544,88;716,07;NA;NA;Grupo 5;53,8;62,30;90,0;8,6;1,4;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25075551;INST SANTO ANTONIO;Privada;Urbana;19;0;19;100,00;487,61;564,33;510,89;472,48;558,95;NA;NA;Grupo 2;24,3;68,42;78,1;14,1;7,8;De 1 a 30 alunos
2015;25;PB;2512507;Queimadas;25078992;EEEFM FRANCISCO E DO REGO;Estadual;Urbana;285;0;180;63,16;449,83;528,90;468,79;430,57;500,67;NA;NA;Grupo 2;80,8;84,44;75,1;8,5;16,4;Maior que 90 alunos
2015;25;PB;2501302;Aroeiras;25083490;EEEFM DEP CARLOS PESSOA FILHO;Estadual;Urbana;149;0;104;69,80;433,13;532,92;471,39;416,86;531,73;NA;NA;Grupo 1;72,7;86,54;82,8;3,7;13,5;Maior que 90 alunos
2015;25;PB;2506251;Gado Bravo;25084445;EEEFM JOAO DA SILVA MONTEIRO;Estadual;Urbana;105;0;55;52,38;435,23;529,62;450,04;414,95;483,64;NA;NA;Grupo 1;38,6;52,73;82,7;6,1;11,2;Maior que 90 alunos
2015;25;PB;2512903;Rio Tinto;25087860;EEEFM PROF LUIZ GONZAGA BURITY;Estadual;Urbana;133;0;81;60,90;445,09;521,60;461,69;426,15;489,14;NA;NA;Grupo 2;51,4;85,19;76,4;3,0;20,6;Maior que 90 alunos
2015;25;PB;2515005;São Miguel de Taipu;25089552;EEEFM MARIA LINS;Estadual;Urbana;73;0;38;52,05;442,59;522,94;468,41;415,47;467,89;NA;NA;Grupo 2;36,9;57,89;77,9;4,2;17,9;De 61 a 90 alunos
2015;25;PB;2507507;João Pessoa;25092260;ANGLO CENTRO DE EDUCACAO LTDA;Privada;Urbana;76;0;73;96,05;503,64;577,21;519,48;492,84;610,41;NA;NA;Grupo 4;54,1;61,64;98,1;1,2;0,7;De 61 a 90 alunos
2015;25;PB;2507507;João Pessoa;25092448;CENTRO DE ENSINO DECISAO LTDA;Privada;Urbana;76;0;72;94,74;494,26;587,74;519,78;474,31;647,22;NA;NA;Grupo 4;0,0;29,17;96,3;3,7;0,0;De 61 a 90 alunos
2015;25;PB;2507507;João Pessoa;25092871;CENTRO PROFIS DEP ANTONIO CABRAL;Estadual;Urbana;127;1;100;78,74;457,29;539,85;493,73;450,56;546,40;NA;NA;Grupo 3;65,3;65,00;56,6;28,6;14,8;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25092901;INTERACTIVO SISTEMA DE ENSINO EIREL - MEI;Privada;Urbana;65;0;59;90,77;529,39;590,61;541,15;508,24;669,49;NA;NA;Grupo 4;57,1;42,37;NA;NA;NA;De 61 a 90 alunos
2015;25;PB;2507507;João Pessoa;25093096;COLEGIO PIO XI;Privada;Urbana;83;0;77;92,77;578,16;609,01;560,29;608,25;697,14;NA;NA;Grupo 6;60,6;81,82;98,6;1,4;0,0;De 61 a 90 alunos
2015;25;PB;2507507;João Pessoa;25093878;EEEM CON LUIZ GONZAGA DE OLIVEIRA;Estadual;Urbana;39;0;30;76,92;450,89;554,67;507,05;444,03;556,67;NA;NA;Grupo 2;83,0;56,67;56,9;14,6;28,5;De 31 a 60 alunos
2015;25;PB;2507507;João Pessoa;25093959;EEEFM PROF OLIVINA OLIVIA CARNEIRO DA CUNHA;Estadual;Urbana;453;4;377;83,22;443,77;528,95;488,43;435,57;515,65;NA;NA;Grupo 3;73,8;73,47;82,4;10,9;6,7;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25094130;EEEFM ESCRITOR HORACIO DE ALMEIDA;Estadual;Urbana;108;0;58;53,70;448,59;536,42;492,01;441,76;541,38;NA;NA;Grupo 3;82,7;48,28;74,8;9,0;16,2;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25094181;EEEFM PAPA PAULO VI;Estadual;Urbana;246;0;146;59,35;445,06;537,97;486,52;429,00;505,07;NA;NA;Grupo 3;72,5;76,71;61,5;12,1;26,4;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25094190;EEEFM PRESIDENTE JOAO GOULART;Estadual;Urbana;91;0;78;85,71;456,93;550,13;496,50;441,76;538,72;NA;NA;Grupo 3;92,0;88,46;82,2;9,4;8,4;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25094211;EEEFM JOSE DO PATROCINIO;Estadual;Urbana;136;0;73;53,68;444,52;524,44;473,68;424,55;506,30;NA;NA;Grupo 3;63,1;67,12;98,9;0,9;0,2;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25094750;EEEFM PROF OLIVIO PINTO;Estadual;Urbana;35;0;20;57,14;475,60;559,03;500,46;475,24;603,00;NA;NA;Grupo 3;71,9;85,00;87,0;4,9;8,1;De 31 a 60 alunos
2015;25;PB;2507507;João Pessoa;25095056;EEEFM PREF OSWALDO PESSOA;Estadual;Urbana;157;0;119;75,80;443,83;530,57;486,05;439,07;495,46;NA;NA;Grupo 2;68,0;65,55;75,2;12,0;12,8;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25097539;COLEGIO E CURSO EVOLUCAO;Privada;Urbana;64;0;60;93,75;614,15;650,34;574,43;689,20;779,00;NA;NA;Grupo 6;68,7;86,67;97,0;2,6;0,4;De 61 a 90 alunos
2015;25;PB;2507507;João Pessoa;25097725;INSTITUTO DE EDUCACAO DA PARAIBA;Estadual;Urbana;118;0;74;62,71;439,43;529,15;473,13;411,40;522,16;NA;NA;Grupo 3;92,5;68,92;65,4;17,2;17,4;Maior que 90 alunos
2015;25;PB;2507507;João Pessoa;25098330;COLEGIO COLIBRI LTDA;Privada;Urbana;28;1;24;85,71;540,67;606,24;557,03;522,20;670,00;NA;NA;Grupo 5;65,5;66,67;95,8;4,2;0,0;De 1 a 30 alunos
2015;25;PB;2513703;Santa Rita;25098829;CENTRO EDUCACIONAL SANTA TEREZINHA;Privada;Urbana;55;0;51;92,73;461,07;563,60;512,69;462,29;604,71;NA;NA;Grupo 4;50,0;76,47;97,4;2,6;0,0;De 31 a 60 alunos
2015;25;PB;2513703;Santa Rita;25099116;EEEFM PROF LUIS DE AZEVEDO SOARES;Estadual;Urbana;139;0;73;52,52;447,32;522,11;471,44;430,74;476,71;NA;NA;Grupo 3;54,5;71,23;65,5;9,8;24,7;Maior que 90 alunos
2015;25;PB;2513703;Santa Rita;25099868;INST NOSSA SENHORA DE FATIMA LTDA;Privada;Urbana;38;0;29;76,32;474,90;555,77;493,06;464,98;550,34;NA;NA;Grupo 3;29,3;17,24;100,0;0,0;0,0;De 31 a 60 alunos
2015;25;PB;2511301;Piancó;25109375;INSTITUTO EDUCACIONAL ELISEU FREIRES MARIZ;Privada;Urbana;15;0;14;93,33;472,58;582,33;527,67;441,81;618,57;NA;NA;Grupo 3;38,5;71,43;97,0;3,0;0,0;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25114808;EEEFM PROF ITAN PEREIRA;Estadual;Urbana;31;0;18;58,06;441,42;524,11;487,63;437,47;546,67;NA;NA;Grupo 3;75,0;66,67;68,3;30,4;1,3;De 31 a 60 alunos
2015;25;PB;2513703;Santa Rita;25118374;CENTRO EDUCACIONAL NOVO VIVER - SISTEMA DE ENSINO;Privada;Urbana;20;0;11;55,00;467,17;532,31;489,68;423,12;560,00;NA;NA;Grupo 3;48,4;81,82;97,1;1,4;1,5;De 1 a 30 alunos
2015;25;PB;2504801;Coremas;25120522;COLEGIO E CURSOS SANTA RITA DE CASSIA;Privada;Urbana;20;0;19;95,00;502,97;544,75;486,11;489,61;608,42;NA;NA;Grupo 3;26,5;73,68;97,0;3,0;0,0;De 1 a 30 alunos
2015;25;PB;2507507;João Pessoa;25120697;CLASSE A COLEGIO E CURSOS LTDA;Privada;Urbana;27;0;27;100,00;501,31;598,64;519,10;528,94;677,78;NA;NA;Grupo 5;21,7;7,41;100,0;0,0;0,0;De 1 a 30 alunos
2015;25;PB;2501401;Baía da Traição;25120778;EEIEFM PEDRO POTI;Estadual;Rural;44;0;25;56,82;409,89;478,53;416,19;392,19;422,40;NA;NA;Grupo 1;31,6;92,00;89,3;0,0;10,7;De 31 a 60 alunos
2015;25;PB;2516755;Tenório;25123297;EEEFEM MARIA ELIDIA RANGEL;Estadual;Urbana;17;0;14;82,35;456,44;539,61;468,95;421,47;565,71;NA;NA;Grupo 1;44,1;100,00;89,0;5,5;5,5;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25123998;ESCOLA WALNYZA BORBOREMA CUNHA;Estadual;Rural;21;0;14;66,67;433,18;526,88;459,64;427,05;532,86;NA;NA;Grupo 3;61,5;71,43;84,5;11,9;3,6;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25125672;COLEGIO ALICE COUTINHO LTDA;Privada;Urbana;65;0;64;98,46;489,08;590,66;536,16;502,95;599,69;NA;NA;Grupo 3;66,7;15,63;89,7;9,4;0,9;De 61 a 90 alunos
2015;25;PB;2506301;Guarabira;25125923;IFPB - CAMPUS GUARABIRA;Federal;Urbana;30;1;26;86,67;505,46;587,75;532,54;517,13;636,92;NA;NA;Grupo 3;62,3;80,77;98,4;0,0;1,6;De 1 a 30 alunos
2015;25;PB;2507507;João Pessoa;25126210;COLEGIO SULQI;Privada;Urbana;16;0;14;87,50;479,92;570,73;503,97;478,69;565,71;NA;NA;Grupo 4;69,2;78,57;86,5;8,1;5,4;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25137409;IFPB - CAMPUS CAMPINA GRANDE;Federal;Urbana;149;6;143;95,97;526,95;618,34;552,33;537,85;658,76;NA;NA;Grupo 3;77,1;87,41;87,7;8,6;3,7;Maior que 90 alunos
2015;25;PB;2500577;Algodão de Jandaíra;25152823;EEEFM EUCLIDES MOUZINHO SANTOS;Estadual;Urbana;28;0;14;50,00;436,23;542,56;466,54;427,99;470,00;NA;NA;Grupo 1;25,0;57,14;87,3;2,9;9,8;De 1 a 30 alunos
2015;25;PB;2510808;Patos;25164805;FERA COLEGIO E CURSO;Privada;Urbana;107;0;103;96,26;574,03;612,61;542,53;624,46;689,76;NA;NA;Grupo 4;40,6;92,23;95,1;4,5;0,4;Maior que 90 alunos
2015;25;PB;2501500;Bananeiras;25251937;MAXIMUM COLEGIO E CURSO;Privada;Urbana;35;0;34;97,14;496,68;560,32;499,41;501,31;602,35;NA;NA;Grupo 4;72,2;82,35;97,3;2,7;0,0;De 31 a 60 alunos
2015;25;PB;2510808;Patos;25281925;IFPB - CAMPUS PATOS;Federal;Urbana;46;2;41;89,13;504,83;617,42;548,61;502,06;672,20;NA;NA;Grupo 2;89,6;85,37;89,9;9,5;0,6;De 31 a 60 alunos
2015;25;PB;2503209;Cabedelo;25282921;IFPB - CAMPUS CABEDELO;Federal;Urbana;66;0;49;74,24;479,82;566,22;511,94;459,11;548,45;NA;NA;Grupo 3;72,2;89,80;93,1;1,2;5,7;De 61 a 90 alunos
2015;26;PE;2602001;Bodocó;26001942;ESCOLA DE REFERENCIA EM ENSINO MEDIO ARTUR BARROS CAVALCANTI;Estadual;Urbana;72;0;67;93,06;474,05;541,72;473,47;437,89;522,99;NA;NA;Grupo 2;34,4;92,54;86,3;12,7;1,0;De 61 a 90 alunos
2015;26;PE;2609907;Ouricuri;26005042;COLEGIO E CURSO ALTERNATIVO;Privada;Urbana;20;0;19;95,00;502,46;554,23;512,45;468,56;591,58;NA;NA;Grupo 3;19,4;31,58;100,0;0,0;0,0;De 1 a 30 alunos
2015;26;PE;2612208;Salgueiro;26012081;ESCOLA AGRICOLA DE UMAS;Estadual;Rural;31;0;21;67,74;440,47;540,57;481,10;463,74;518,10;NA;NA;Grupo 2;17,1;76,19;88,4;4,5;7,1;De 31 a 60 alunos
2015;26;PE;2602506;Brejinho;26015315;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE SEVERINO DE ARAUJO;Estadual;Urbana;81;0;49;60,49;431,80;514,56;458,32;421,14;484,08;NA;NA;Grupo 1;32,1;81,63;95,2;2,2;2,6;De 61 a 90 alunos
2015;26;PE;2607703;Itapetim;26018314;ESCOLA DE REFERENCIA EM ENSINO MEDIO TERESA TORRES;Estadual;Urbana;94;0;65;69,15;456,56;539,44;490,18;452,45;547,08;NA;NA;Grupo 1;56,3;83,08;82,9;10,4;6,7;Maior que 90 alunos
2015;26;PE;2613602;São José do Egito;26019922;ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA - SJ EGITO;Estadual;Urbana;139;0;132;94,96;486,60;564,49;511,16;495,45;597,73;NA;NA;Grupo 2;60,8;90,91;92,4;5,1;2,5;Maior que 90 alunos
2015;26;PE;2613909;Serra Talhada;26020939;COLEGIO DA IMACULADA CONCEICAO;Privada;Urbana;17;0;17;100,00;523,33;614,18;548,93;529,17;735,29;NA;NA;Grupo 5;32,4;64,71;96,8;3,2;0,0;De 1 a 30 alunos
2015;26;PE;2613909;Serra Talhada;26020955;ESCOLA TECNICA ESTADUAL CLOVIS NOGUEIRA ALVES;Estadual;Urbana;27;0;26;96,30;475,48;560,51;505,71;499,03;558,46;NA;NA;Grupo 3;59,3;92,31;93,8;6,2;0,0;De 1 a 30 alunos
2015;26;PE;2615904;Tuparetama;26024551;ESCOLA DE REFERENCIA EM ENSINO MEDIO CONEGO OLIMPIO TORRES;Estadual;Urbana;66;0;54;81,82;474,95;562,68;486,42;483,68;534,81;NA;NA;Grupo 2;46,2;94,44;93,6;5,2;1,2;De 61 a 90 alunos
2015;26;PE;2601201;Arcoverde;26024683;COLEGIO IMACULADA CONCEICAO;Privada;Urbana;25;1;19;76,00;519,39;593,03;530,86;515,48;626,32;NA;NA;Grupo 3;35,3;68,42;86,6;11,3;2,1;De 1 a 30 alunos
2015;26;PE;2601201;Arcoverde;26024691;COLEGIO CARDEAL ARCOVERDE;Privada;Urbana;106;0;100;94,34;531,39;610,65;555,70;556,09;627,60;NA;NA;Grupo 4;40,8;88,00;97,1;2,5;0,4;Maior que 90 alunos
2015;26;PE;2605103;Custódia;26026627;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE PEREIRA BURGOS;Estadual;Urbana;140;0;121;86,43;464,34;542,63;482,41;467,46;530,41;NA;NA;Grupo 2;44,5;84,30;92,4;7,4;0,2;Maior que 90 alunos
2015;26;PE;2614105;Sertânia;26029910;ESCOLA DE REFERENCIA EM ENSINO MEDIO OLAVO BILAC;Estadual;Urbana;124;0;106;85,48;446,62;536,72;477,67;465,36;513,40;NA;NA;Grupo 2;68,6;83,96;88,4;11,6;0,0;Maior que 90 alunos
2015;26;PE;2611101;Petrolina;26033879;ESCOLA DE REFERENCIA EM ENSINO MEDIO OTACILIO NUNES DE SOUZA;Estadual;Urbana;174;0;165;94,83;467,74;554,59;493,82;483,63;557,94;NA;NA;Grupo 3;54,4;83,64;91,8;8,1;0,1;Maior que 90 alunos
2015;26;PE;2611101;Petrolina;26033909;PLENUS COLEGIO E CURSO;Privada;Urbana;169;0;158;93,49;580,33;635,23;579,72;612,35;728,61;NA;NA;Grupo 5;53,8;85,44;96,3;3,3;0,4;Maior que 90 alunos
2015;26;PE;2611101;Petrolina;26033950;COLEGIO NOSSA SENHORA AUXILIADORA;Privada;Urbana;240;0;228;95,00;569,13;629,49;565,16;604,21;675,70;NA;NA;Grupo 5;62,0;87,28;97,0;3,0;0,0;Maior que 90 alunos
2015;26;PE;2611101;Petrolina;26036401;CENTRO DE ATIV GOV NILO DE SOUZA COELHO;Privada;Urbana;206;1;178;86,41;465,14;550,16;494,82;474,41;509,89;NA;NA;Grupo 3;50,0;92,13;95,9;3,3;0,8;Maior que 90 alunos
2015;26;PE;2601607;Belém do São Francisco;26039702;ESCOLA DE REFERENCIA EM ENSINO MEDIO TERCINA RORIZ;Estadual;Urbana;119;0;115;96,64;457,59;546,45;495,29;474,38;538,78;NA;NA;Grupo 2;52,3;93,04;96,5;1,6;1,9;Maior que 90 alunos
2015;26;PE;2608057;Jatobá;26042053;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE ITAPARICA;Estadual;Urbana;103;6;77;74,76;456,06;534,75;462,78;466,88;491,95;NA;NA;Grupo 2;65,6;89,61;98,9;1,1;0,0;Maior que 90 alunos
2015;26;PE;2601706;Belo Jardim;26049953;COLEGIO DIOCESANO MONSENHOR FRANCISCO DE ASSIS NEVES;Privada;Urbana;28;0;25;89,29;505,74;575,26;522,76;511,59;591,20;NA;NA;Grupo 4;20,5;64,00;94,4;5,6;0,0;De 1 a 30 alunos
2015;26;PE;2603801;Capoeiras;26053608;ESCOLA DE REFERENCIA EM ENSINO MEDIO NOSSA SENHORA DO PERPETUO SOCORRO;Estadual;Urbana;249;0;131;52,61;448,44;522,87;462,90;435,26;486,41;NA;NA;Grupo 1;46,2;88,55;86,1;6,1;7,8;Maior que 90 alunos
2015;26;PE;2604106;Caruaru;26054000;COLEGIO ANTENOR SIMOES RODRIGUES;Privada;Urbana;33;0;33;100,00;492,01;576,28;516,63;490,85;550,30;NA;NA;Grupo 3;42,6;81,82;98,9;0,0;1,1;De 31 a 60 alunos
2015;26;PE;2604106;Caruaru;26054027;ESCOLA DE REFERENCIA EM ENSINO MEDIO ARNALDO ASSUNCAO;Estadual;Urbana;106;0;97;91,51;494,34;570,58;518,21;508,34;604,12;NA;NA;Grupo 3;59,8;86,60;96,3;3,7;0,0;Maior que 90 alunos
2015;26;PE;2604106;Caruaru;26055686;COLEGIO ALTERNATIVO DE CARUARU;Privada;Urbana;80;0;69;86,25;493,02;566,47;509,88;490,00;549,86;NA;NA;Grupo 4;61,3;59,42;98,0;2,0;0,0;De 61 a 90 alunos
2015;26;PE;2608008;Jataúba;26057743;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE LOPES DE SIQUEIRA;Estadual;Urbana;83;0;67;80,72;450,53;534,65;476,00;457,17;496,12;NA;NA;Grupo 1;33,3;88,06;98,7;1,3;0,0;De 61 a 90 alunos
2015;26;PE;2612505;Santa Cruz do Capibaribe;26064006;ESCOLA PROFESSORA MARIA LUCIA ALVES;Estadual;Urbana;117;0;61;52,14;445,23;525,19;476,37;438,42;481,97;NA;NA;Grupo 3;36,8;80,33;84,0;16,0;0,0;Maior que 90 alunos
2015;26;PE;2614501;Surubim;26064618;ESCOLA DE REFERENCIA EM ENSINO MEDIO NATALICIA MARIA FIGUEIROA DA SILVA;Estadual;Urbana;97;0;89;91,75;474,95;546,78;495,33;492,55;546,29;NA;NA;Grupo 2;44,4;92,13;93,7;6,3;0,0;Maior que 90 alunos
